car1	6.118891	49.600034	1
car2	6.118891	49.600034	1
car3	6.118891	49.600034	1
car4	6.118891	49.600034	1
car5	6.118891	49.600034	1
car6	6.118891	49.600034	1
car7	6.118891	49.600034	1
car8	6.118891	49.600034	1
car1	6.118891	49.600034	2
car2	6.118891	49.600034	2
car3	6.118891	49.600034	2
car4	6.118891	49.600034	2
car5	6.118891	49.600034	2
car6	6.118891	49.600034	2
car7	6.118891	49.600034	2
car8	6.118891	49.600034	2
car1	6.118891	49.600034	3
car2	6.118891	49.600034	3
car3	6.118891	49.600034	3
car4	6.118891	49.600034	3
car5	6.118891	49.600034	3
car6	6.118891	49.600034	3
car7	6.118891	49.600034	3
car8	6.118891	49.600034	3
car1	6.118891	49.600034	4
car2	6.118891	49.600034	4
car3	6.118891	49.600034	4
car4	6.118891	49.600034	4
car5	6.118891	49.600034	4
car6	6.118891	49.600034	4
car7	6.118891	49.600034	4
car8	6.118891	49.600034	4
car1	6.118891	49.600034	5
car2	6.118891	49.600034	5
car3	6.118891	49.600034	5
car4	6.118891	49.600034	5
car5	6.118891	49.600034	5
car6	6.118891	49.600034	5
car7	6.118891	49.600034	5
car8	6.118891	49.600034	5
car1	6.118891	49.600034	6
car2	6.118891	49.600034	6
car3	6.118891	49.600034	6
car4	6.118891	49.600034	6
car5	6.118891	49.600034	6
car6	6.118891	49.600034	6
car7	6.118891	49.600034	6
car8	6.118891	49.600034	6
car1	6.118891	49.600034	7
car2	6.118891	49.600034	7
car3	6.118891	49.600034	7
car4	6.118891	49.600034	7
car5	6.118891	49.600034	7
car6	6.118891	49.600034	7
car7	6.118891	49.600034	7
car8	6.118891	49.600034	7
car1	6.118891	49.600034	8
car2	6.118891	49.600034	8
car3	6.118891	49.600034	8
car4	6.118891	49.600034	8
car5	6.118891	49.600034	8
car6	6.118891	49.600034	8
car7	6.118891	49.600034	8
car8	6.118891	49.600034	8
car1	6.118891	49.600034	9
car2	6.118891	49.600034	9
car3	6.118891	49.600034	9
car4	6.118891	49.600034	9
car5	6.118891	49.600034	9
car6	6.118891	49.600034	9
car7	6.118891	49.600034	9
car8	6.118891	49.600034	9
car1	6.118891	49.600034	10
car2	6.118891	49.600034	10
car3	6.118891	49.600034	10
car4	6.118891	49.600034	10
car5	6.118891	49.600034	10
car6	6.118891	49.600034	10
car7	6.118891	49.600034	10
car8	6.118891	49.600034	10
car1	6.118891	49.600034	11
car2	6.118891	49.600034	11
car3	6.118891	49.600034	11
car4	6.118891	49.600034	11
car5	6.118891	49.600034	11
car6	6.118891	49.600034	11
car7	6.118891	49.600034	11
car8	6.118891	49.600034	11
car1	6.118891	49.600034	12
car2	6.118891	49.600034	12
car3	6.118891	49.600034	12
car4	6.118891	49.600034	12
car5	6.118891	49.600034	12
car6	6.118891	49.600034	12
car7	6.118891	49.600034	12
car8	6.118891	49.600034	12
